title,user_id,score,comment,u_id
가지산온천,ᆢᆢ,4,조금만 더 다듬으면 좋은 온천,101
가지산온천,전호철,4,물은 좋았습니다. 낮은 온도의  온수가 있는점도 좋았고요. 근처에 식당 있습니다.,102
가지산온천,김창일,2,"요즘 경기를 타는지?
시설보강''요''",103
가지산온천,손승영,1,"절대 네버 가지않기를 바랍니다...
건물이 오래되서 낡은건 이해합니다
하지만 최소샤워기와 거울 그리고 수건등은 좀 바꿔야하지 않을까요?…",104
가지산온천,이진형,4,"탕에 들어갔을 때 솔직히 막 온천수!!
이런 느낌은 없지만 온천수라고 생각하면서 샤워했어요…",105
가지산온천,천송이,4,가족탕을 다녀왔네요.시설은 조금 오랜 세월이 흘러 낡았지만 그래도 물이 좋아서 그나마좋았고 청소상태가 좋아서 즐겁게 때를 밀고 왔네요.ㅎ~,106
가지산온천,kyg kim,1,"십수년전에 한번가보고 오늘 다시 좋았던 옛기억을 살려 가지산등반후 재방문하였는데 완전대실망
시설이 낙후되어 재투자. 전혀안해서 동네 목욕탕보다 못한 상태임 곧망할것임. 확실함 안타깝네",107
가지산온천,jae hoon jo,1,"90년대 모습인거같습니다.
시설 노후화 및 관리를 아예 안하는거 같습니다.
샤워기에 온수도 안나오는 곳도 많고 비용도 비쌉니다.…",108
가지산온천,Hojun Han,5,아들과 함께 해서 좋았습니다,109
가지산온천,방숙이,2,시설이 ~보완 되면 좋겠어요 조용하고 좋았는데 객실안에 열악했어요 ~ 티브도 3개채널에 지루했는데 온천물은 좋았어요,110
가지산온천,鄭龍謨,3,"오래되어 시설이 낡아서 손님이 별로 없음.
그러나 온천수는 좋았음.
남탕기준 1층 옷을벗고 2층으로가야함.
그런데 수건을 1층에 두어 불편했음.",111
가지산온천,물생활TV- Water life,5,물 하나만 보고 갑니다. 목욕하고나면 몸이 매끈거려요,112
가지산온천,Once Marine,1,"20년이상 투자를 안하는 곳..
그 와중에 다른 사람에게 팔아버림...",113
가지산온천,김 1임중,3,차량들은 많으나  탕에는 들어가지 않고 옆(카운터)에 있는 편의점에서 주전부리와 화장실만 이용하고 나옴.화장실은 깨끗~주전부리는 다소 비쌈.^^*,114
가지산온천,이율빈,4,"냉탕, 미온탕, 온탕, 열탕의 4단계 탕.
온천수를 사용한다 하고, 나와서 자연건조 시켰을 때 느낌이 좋았음.
샴푸 린스 바디워시는 구입해야 하고, 기본 제공은 비누, 수건, 타올.
가성비로 따지면 8천원으로 가격대비 극히 평균의 탕이다.",115
가지산온천,황현성,4,생긴지 오래되어 시설이 낙후 되었습니다 만 그래도 여전히 물 만은 아직 좋아요 ㅎㅎ,116
가지산온천,김효석,4,"시설은 노후돼 조금그렇지만 온천물은저나름좋은겄갔습니다
아침일찍다녀왔는데 개운하고매끈한게좋았습니다",117
가지산온천,문성호,3,물은 괜찮음 사람별로없어서 좋음 입장후 한층올라가서 탕에 들어가는데 미리 타올이랑 다 들고가야함 깜빡하면 물묻은채로 탈의실까지 걸어가야함,118
가지산온천,smile River,4,매주 이곳에서 목욕을 합니다  물이 매우 매끄럽고 좋아요  피부가 참좋습니다,119
가지산온천,정sn,2,2번은안감ㅎㅎ,120
가지산온천,Youngnam Noh,4,"물이 부드럽고 좋으네요
시설은 오래되서 조금그렇습니다 탕이 넓어서 답답하지않아서 좋아요",121
가지산온천,Hyunoo Jeong,1,온천이라 의심할 정도의 청결 상태가 않좋슴. 다음날 자고 일어나니 눈꼽이 쌓였는데 여기 때문이라 의심하게 될 정도임.... 비추천 별표를 탭할 정도도 아닌데...,122
가지산온천,Runa Lee,5,습식사우나 물도 매끈매끈함을 느낄수 있어서 좋아요 시설은 큰기대를 안하시는게 좋아요 ㅋ,123
가지산온천,김용조,3,"물은 괜찮은것 같은데
시설은 손을 좀 봐야될것 같음",124
가지산온천,전원림,5,"시설은 노후되었지만 직원들도 친절하고 물이 좋아요.
가지산 등반후 적극 강추합니다",125
가지산온천,SUNGHOON H,1,최악의 온천! 깨끗해지려 가는 온천인데 그렇지 않았습니다. 수건과 목욕타올도 1층에 배치되어 목욕탕에 수건을 들고들어가야하는 국내 온천과 다른 방식에 드럽습니다.,126
가지산온천,사공슈터,3,"물은 좋은데 온탕에서 지린내가 심해서 열탕에 들어가있다 왔어요
손님이 많아서 그런지 탕관리 좀 하셔야할듯
하지만 물은 참 좋은건 인정합니다",127
가지산온천,김인배,5,"첫째로 물이좋다는것
남자나여자나피부가부드러워져요
다만주위에즐길수있는식당이별로…",128
가지산온천,이상신,5,"영남알프스권을 자주 산행하는 산꾼들의 지친 몸과 마음의 안식을 찿고 산행을 마무리하는 장소 같은곳입니다 1000m급 고봉이 즐비한곳 이다보니 늘,산정을 얼마안남겨 놓은 시점에는 힘겹습니다 그럴때마다 가지산온천의 온탕,미온탕,냉탕 생각을 하면서 힘을 얻습니다 온천물도 어찌도 매끄러운지 바닥을 걸을때 조심해야합니다 비누기가 있는것 처럼 미끄러 우니까요~^^*",129
가지산온천,행운달구지,5,시설은 노후되었으나 조용하고 물이좋아요,130
가지산온천,Dae Seong Kim,3,"진입편리, 주차장 크고, 휴게실 넓으나 편의시설 별로 이용객이 많은 시기에 가서 그런가 탕이 조금은 별로...아쉬움이 남아요~",131
가지산온천,HWAN PYO KIM,3,시설이 예전과 같습니다. 물 자체는 좋은데 사람이 많아서인지 깨끗하지 않네요.,132
가지산온천,장광식,4,"온천물은 최고.
시설은 오래되서 쫌.
편의시설도 코로나로 영업중단",133
가지산온천,이상봉,3,시설이 너무많이 낙후되어있고 관리가 안됨. 다만 물은 좋음.,134
가지산온천,김강석,4,"물은 좋은데..   시설이 너무 변화가 없네요.. 낙후... ....
물만 따진다면 추천요~~~  온천수 넘 좋타~~",135
가지산온천,J.S Kim,1,청소 좀 합시다!,97
가지산온천,HanSeong Kim,4,시설은 오래 됐어요. 온천수는 약알카리성 .  좋아요.,136
가지산온천,박강숙,2,산행후 사우나 할데가 없어 마지못해 간집처럼 시설도 노후화 되었고 수건도 들어갈때 한장을 가지고 들어가 탕안에서 젖지않게 보관하고 있다가 나올때 사용해야하는 불편함,137
가지산온천,신지안,4,옛날그대로의 사우나지만 잔잔 조용히 사우나하기엔 안성맞춤....유황온천이라기보다 동네 목욕탕이네,138
가지산온천,허재훈,3,온천인데 시설이 좀 노후되었습니다. 물은 좋습니다. 주차장 넓습니다.,139
가지산온천,손경환,3,온천이라는데  그냥 동네목욕탕 느낌 애기들 때문에 수영장에 가봤는데 우리 식구 말고는 아무도 없고 황폐한 느낌 ~ 일단 수영장은 다시는 안가고 싶다,140
가지산온천,나홀로연구소김양,4,물은 좋았음,141
가지산온천,구름다리,1,시설에 보수를 안해서 화장실 장금 장치도 고장이고 비교적 지저분하고 입장료7.000원인데 경노 우대도 없으면 단체도30명이상 돼어야 500원 활인하고 여성 탈으실은 돈을 너어야 드라이기를 쓸수있는데 고장으로 돈만 잡아먹고 안돼는 경우가 많다,142
가지산온천,김수경,4,물이 너무 좋아요.시설은 평범하지만 물은 별5개♥,143
가지산온천,js Kim,3,"저번에 이어서 두번째 갔는데 물 상태 진짜 최악...
물관리 좀 제대로 해주지 진짜 실망",144
가지산온천,손은진,3,아침과 오후의 물상태가 너무 극과극임 시설은 낙후되었으나 아침에 갔을땐 최고였음,145
가지산온천,정현모,4,"좋아요  실내 탕 사우나등이
넓고 한산하여 여유로워요
시설이 다소 노후됨이
좀 아쉬워요",146
가지산온천,이성영,1,"가족탕 특실  6만원  이용시간 2시간(물받는데만 2시간걸림)  목욕만되고
안에  사우나 시설이 있으나
작동이  안됨…",147
가지산온천,ma F,5,"보통목욕탕은 갑갑한데 여기는 덜 갑갑했어요 그래서 자주갑니다!
화장실도 고치고해서 좋았습니다",148
가지산온천,김도균,3,시설은 별로지만 물이 좋네요.,149
가지산온천,유앤아이팸YG,4,"물은 좋다, 단 시설은 많이 노후..",150
가지산온천,이승현,4,"물은 최고...
시설은 노후",151
가지산온천,정요셉,4,시설도새로단장하고 물도엄청부드럽고조아요,152
가지산온천,구자광,1,"물만 온천이구요
시설은 많이 낙후되어 있어요",153
가지산온천,Dong-Kyun Kim,3,시설이 낡았지만 물자체는 괜찮은거 같았어요,154
가지산온천,MuchoTV 무초TV,3,"오래된 온천이지만 규모는 크다.
일부러 찾아갔지만 나쁘지는 않았고 수질이 조금 아쉬웠다.",155
가지산온천,정인수,1,관리가전혀안되있는것같네요,156
가지산온천,이미정,3,"물은 좋은데...
시설이 완전 낡고 엉망임!
사장님~~ 보수공사좀 하세요~~",157
가지산온천,장숙연2,5,건물이나 시설은 낡았지만 물은 탄산이라 좋네요,158
가지산온천,손상영,1,사장님이 직원들배려안하고 상무도 마찬가지임 내가일주일일해봤지만 모든사람이들이 다알고있는데 사장이 갑질이라고 소문도나있음,159
가지산온천,성열백,3,싸고 물은 좋고 조용하고 단 시설은 노후화.,160
가지산온천,LaLa La,1,여긴추천하고싶지않음 물도 시설도 다별루인곳,161
가지산온천,김세열,3,손님이 없고 시설도 낙후 하지만 물은 좋음여,162
가지산온천,임종석,5,시설은 별론데 물이 좋다,163
가지산온천,엄세연,5,영업시간이 너무 빠름.물은 좋음,164
가지산온천,김용,3,시설은 노후됐으나  물은 정말 좋습니다,165
가지산온천,리테일부산유통1팀5007김영옥,4,다리아픈데 계단이많지만 물이너무좋아요,166
가지산온천,구성우,4,"추석 명절앞에 온천하고 갑니다.
일하시는 분들이 친절하네요.",167
가지산온천,memento,5,물은 좋은데 시설이 아쉽,168
가지산온천,손혜은,4,난 지역주민이라 항상 이용하지만... 시설보수및관리가 필요함,169
가지산온천,권성오,4,시설은 노후화하지만 수질은 상당히 만족스럽다.,170
가지산온천,최갑진,5,굿,171
가지산온천,dasd asdas,4,어머니와 새해 맞이 매년 들리는 곳! 아침이 조용하고 좋아요!,172
가지산온천,sally,4,오래된 온천이라서 낡긴 해도 물이 좋아요,173
가지산온천,태영김,4,물이좋아요,174
가지산온천,이성훈,3,다좋은데 물이 찔끔식 나와서 아쉬웠음,175
가지산온천,손병주,4,울산울주군언양소재간헐산내온천지 물이아주좋은온천지 목욕후피곤이확풀려옴,176
가지산온천,박영훈,3,욕탕이 매우크고 온천수라 물도 좋음,177
가지산온천,이종철,2,오래된 건물에 청소조차 잘 안하는곳!,178
가지산온천,changsun lee,3,오래되었지만 물은 온천수라 좋네요,179
가지산온천,박성주 (토성왕),1,시설이 아주 열악함~물은 좋은듯,180
가지산온천,푸로그래머,3,"시설은 중
물은 상
실내 수영장있음",181
가지산온천,김대장,3,그냥 오래된 목욕탕 정도? 딱히  불편한점은 없었음,182
가지산온천,송태현,4,인근의  영남 알프스의 산행후 즐길 수있는 멋진 온천,183
가지산온천,g jung,1,물이 더러움. 부유물이 둥둥..관리를 안하는 듯..,184
가지산온천,장성규,3,물은좋운데 나쁜점은 내부시설이안좋움,185
가지산온천,김성광,4,초등학생 때부터 단골. 경영자가 작년에 바뀌었는지 약간 아쉬운 점이 근래 생김.,186
가지산온천,손종수,1,시설노후화 및 청결하지않음.,187
가지산온천,박종헌,1,저질가지산이름이 아까워요 울주군청 위생가는 뭐하는 사람인고,188
가지산온천,하갑둘,2,넓고 하지만 좀오래되어 물이깨끗해요,189
가지산온천,최영웅,3,"온천은 좋았고 주변은보통
가볼만한 곳입니다",190
가지산온천,youngju jang,5,넘좋은 휴식공간 유황냄새가  확 그냥 피로가  싸  아ㄱ,191
가지산온천,이병석,1,"오후쯤가면 물이 더러워서 탕에들어가기싫어진다
동네 조그만 목욕탕보다 더럽다",192
가지산온천,제니젤리,4,시설은 오래되었지만 물은 좋은것같아요,193
가지산온천,김경민,3,물은 괜찮은데 시설이 노후돼...,194
가지산온천,Sangho yoo,1,일반 목욕탕보다 서비스가 엉망이에요,195
가지산온천,이승현,1,다른말 필요없다. 시설이고 직원이고 최악이다,151
가지산온천,김승배,4,낡았지만 탕이 깊고 물이 좋음,196
가지산온천,김라영,1,낡은 시설.유지보수가 전혀없음,197
가지산온천,김현태,4,가족탕이 구비되어 있어 가족들과 함께가기 좋은것 같아요.,198
가지산온천,조현우,3,시설은 좋지못함 물은 좋은것같음,199
가지산온천,성낙모,5,"몰이 맑고 공기가 좋다
산행후 즐김",200
가지산온천,DOK2알로하,2,쏘쏘 그냥 동네사우나 느낌ㅋㅋㅋ,201
가지산온천,정연석,2,"온천수라고
체감할수가 없었어요ᆢ",202
가지산온천,황의진,3,시설이 너무 노후돼서 조금,203
가지산온천,양지욱,5,물 좋고 풍경 좋고 바람 좋은곳,204
가지산온천,HG Kim,3,"물은 좋은데, 시설은 좀..",205
가지산온천,신원창,3,"시설이 낡아서 불쾌감이 있어나
수질은 양호",206
가지산온천,Astro,5,물 짱 좋음. 시설 노후.,207
가지산온천,WONCHEOL KIM,3,동네 목용탕같은 온천 가격은 착함,208
가지산온천,박은영,1,아~~~꼭 댓글을 써야하나요^^;;,209
가지산온천,박영희,5,전 개인적으로   넘좋아용 가끔씩   찻는담니다,210
가지산온천,한억태,4,3층 가족탕이 참좋았어요.~^^,211
가지산온천,정연군,3,울산에서 가장깨끗한물.. 시설은 좀 떨서져도,212
가지산온천,Minjoo Kim (비히클파츠),5,조용합니다.  시설은  노후됨,213
가지산온천,정무득,5,온천수가 너무 좋아요,214
가지산온천,정명상,2,물은 좋은데 오래되어서 약간 노후화!,215
가지산온천,원동희,3,"시설불량,",216
가지산온천,Junguk Jang,3,오래된 목욕탕 물도 그닥..,217
가지산온천,황황봉현,3,시설 노후로 목욕탕 수준.,218
가지산온천,Jung-hwan Ma,3,너무 일찍 문을 닫는 단점...ㅎ,219
가지산온천,김인철,4,온천욕으로,220
가지산온천,이재이,2,별로 추천안하고 싶네요,221
가지산온천,강정은,4,오래되어 시설이 낙후됨,222
가지산온천,구영세,3,오래되어서 시설이 노후함,223
가지산온천,수영마리나,2,"불편함   수건,바스켓  모자라요",224
가지산온천,황기준,1,시설 노후 청결 불량,225
가지산온천,송호수,4,온천물이 좋아요~~,226
가지산온천,김용술,2,너무 오래되고 지저분..,20
가지산온천,신경식,4,참좋아요한번가보세요,227
가지산온천,정재동,5,정말 좋은곳 입니다.,228
가지산온천,장인범,2,동네 목욕탕 큰거 정도..,229
가지산온천,최형욱,2,물은 좋으나...,230
가지산온천,김상만,5,관광명소로 추천합니다,231
가지산온천,우형석,3,오래됐지만 친절헌  사장님,232
가지산온천,이슬,4,등산후 하사주는 이곳에서ᆢ,233
가지산온천,Younghyun Jung,4,물이 좋아요,234
가지산온천,장성욱,3,초정리보다는 조금못함,235
가지산온천,김근호,2,물에 이물질 ㅡㅡ;;수질 노노,236
가지산온천,이상수,2,물이 좋아요,237
가지산온천,서정웅,3,지인들끼리 온천하러 간곳입니다,238
가지산온천,배창호,1,지나만 본집 모름,239
가지산온천,이호준,2,관광차 지나던 곳입니다 한테,240
가지산온천,정성윤,5,물이맑고조아요,241
가지산온천,Snow Flower,3,물만 좋음,242
가지산온천,강경문,4,온천수 좋은 곳,243
가지산온천,조민정,5,너무좋아요,244
가지산온천,이수영,1,물이 좋습니다,245
가지산온천,보헌김,5,좋음 물도 좋음,246
가지산온천,권순호,1,꼬질 꼬질.,247
가지산온천,김영진,4,식사할때가 ㅜㅜ,248
가지산온천,김동우,3,물 좋아요,249
가지산온천,길경욱,5,아주좋습니다,250
가지산온천,라이언TV,3,"가지산 온천
물 좋음",251
가지산온천,지광智光,5,온천수  추천,252
가지산온천,Kim Sofrano,2,시설이 그닥,253
가지산온천,김창환,5,남한 최고 온천,254
가지산온천,쭈니엽이이히!,3,물은 굿굿,255
가지산온천,조봉규,5,시원해요,25
가지산온천,김동균,4,별로,256
가지산온천,신원창,3,그져 그러네요,206
가지산온천,박동규,5,좋아요,257
가지산온천,정희모,4,좋아요,258
가지산온천,박철,5,화장실청결,259
가지산온천,이기윤,4,목욕하였음,260
가지산온천,최의현,3,오래됐어요,261
가지산온천,제영록,2,수건불만,262
가지산온천,김성옥,1,너무지저분함,263
가지산온천,기분은돌고래,4,친절봉사,264
가지산온천,"돌고래는,사람을 찢어",5,정겨운 장소,265
가지산온천,Jae Young Heo,1,별로임,266
가지산온천,권정숙,5,,267
가지산온천,김순옥,1,,268
가지산온천,임복금,5,,269
가지산온천,김정애,5,,270
가지산온천,이광호,3,,271
가지산온천,킴비바,1,,272
가지산온천,有本禎男,3,느긋하게 할 수 …,273
가지산온천,천무광,3,,274
가지산온천,고화진포,4,,275
가지산온천,김해처음뷰티미용학원,5,,276
가지산온천,전영은,3,,277
가지산온천,오국현,4,,278
가지산온천,강이성,5,,279
가지산온천,YN Kim,3,,280
가지산온천,황성민,3,,281
가지산온천,박대권,3,,282
가지산온천,ㅇㅇ,1,걍 부수고 새로 지어야 함,283
가지산온천,금당 김재국,1,다시는 안가고싶은 온천...수영장문닫은지 7년돴는데 아직도 요금표있어 ㅠㅠ,284
가지산온천,cross walk,1,다시는 가고 싶지 않음,285
가지산온천,일개미씨★,3,일단 남탕은 입구에서 수건을 받아서 2층 목욕탕안에 수건을 들고 들어가야한다는 점은 참 불편했습니다. 시설은 동네 목욕탕정도. 탈의실 크기보고 엄청 기대했지만 그에 비하면 작더라구요. 하지만 설 당일도 영업하시고 사람도 10명 미만이라 굉장히 편하게 놀다와서 좋았습니다 ㅎㅎ,286
가천저수지,노태식,3,,287
간월공룡능선,문경엽,3,"가능하면 이쪽 루트로는 가지마세요.봉우리 3개 넘는데, 암벽등반하는줄 알았네요.100m 남기고 위험하니 우회하라는 표지판.사고시 책임지지 않는다는 무시무시한 문구.우회할 길도 없고 내려갈수도 없어서.암벽 등반 했네요.어린이, 노약자는 절대 등산 금지.",288
간월공룡능선,강성훈,5,,289
간월사지 석조여래좌상,박옥남,3,재밋게 놀았어요,290
간월사지 석조여래좌상,TH Interpreter ล่าม JUNG คุณ จอง,5,For climbing area was awesome natural place,291
간월사지 석조여래좌상,Dojin Sek,4,,292
간월사지 석조여래좌상,Deukyung Lee,5,,293
간월사지 석조여래좌상,김준성,5,,294
간월사지,류종판(화암),5,,295
