,title,rate,tags,address,review_address,url
57,간절곶느린우체통,0.0,"관광,명소",울산 울주군 서생면 간절곶1길 1 (우)45015,리뷰 없음,https://place.map.kakao.com/1070001448
58,울산들꽃학습원,5.0,"수목원,식물원",울산 울주군 범서읍 두산로 52 (우)44917,./review/울산들꽃학습원.csv,https://place.map.kakao.com/1205794093
59,주전해수욕장,5.0,"해수욕장,해변",울산 동구 주전동,./review/주전해수욕장.csv,https://place.map.kakao.com/8074337
60,울산병영성,4.8,"산성,성곽",울산 중구 서동 149-8,./review/울산병영성.csv,https://place.map.kakao.com/8457735
61,태화강국가정원 만남의광장,0.0,광장,울산 중구 태화동 545-10,./review/태화강국가정원 만남의광장.csv,https://place.map.kakao.com/19199829
62,신명정자해변,0.0,"해수욕장,해변",울산 북구 산하동 957,./review/신명정자해변.csv,https://place.map.kakao.com/1863460553
63,솔개해수욕장,0.0,"해수욕장,해변",울산 울주군 서생면 진하리,./review/솔개해수욕장.csv,https://place.map.kakao.com/24961337
64,신불산억새평원,4.3,"관광,명소",울산 울주군 삼남읍 가천리,./review/신불산억새평원.csv,https://place.map.kakao.com/18249887
65,울산대공원 아쿠아시스,4.0,워터테마파크,울산 남구 대공원로 94 (우)44660,./review/울산대공원 아쿠아시스.csv,https://place.map.kakao.com/13323882
66,무거천,4.7,하천,울산 남구 무거동,./review/무거천.csv,https://place.map.kakao.com/19418226
67,신불산온천,1.0,온천,울산 울주군 상북면 알프스온천3길 16 (우)44952,./review/신불산온천.csv,https://place.map.kakao.com/8404055
68,울산대공원 동물원,4.0,동물원,울산 남구 옥동 530,./review/울산대공원 동물원.csv,https://place.map.kakao.com/17563489
69,죽림굴,5.0,문화유적,울산 울주군 상북면 이천리,./review/죽림굴.csv,https://place.map.kakao.com/18514639
70,장생포모노레일,2.0,"관광,명소",울산 남구 장생포고래로 246 (우)44780,./review/장생포모노레일.csv,https://place.map.kakao.com/1330982705
71,박제상유적지,2.0,유적지,울산 울주군 두동면 만화리 68,./review/박제상유적지.csv,https://place.map.kakao.com/7889764
72,천전리각석,4.9,유적지,울산 울주군 두동면 천전리 산 210-2,./review/천전리각석.csv,https://place.map.kakao.com/11238934
73,구영웰빙온천,2.0,온천,울산 울주군 범서읍 점촌6길 21 (우)44925,./review/구영웰빙온천.csv,https://place.map.kakao.com/13571227
74,반구대,0.0,"관광,명소",울산 울주군 언양읍 대곡리 산 200-1,./review/반구대.csv,https://place.map.kakao.com/10395608
75,십리대밭 은하수길,4.8,"관광,명소",울산 중구 태화동 636,./review/십리대밭 은하수길.csv,https://place.map.kakao.com/1492062305
76,달천철장,5.0,유적지,울산 북구 달천동 1-7,./review/달천철장.csv,https://place.map.kakao.com/7813623
77,강동해수온천,3.0,온천,울산 북구 동해안로 1418 (우)44233,./review/강동해수온천.csv,https://place.map.kakao.com/8640893
78,태화강역광장,0.0,광장,울산 남구 삼산동 8-8,./review/태화강역광장.csv,https://place.map.kakao.com/11474923
79,문수산탄산온천,2.9,온천,울산 남구 대학로 24 (우)44615,./review/문수산탄산온천.csv,https://place.map.kakao.com/8992122
80,염포산,5.0,산,울산 동구 전하동 산 173,./review/염포산.csv,https://place.map.kakao.com/10644948
81,철구소 출렁다리,1.0,"관광,명소",울산 울주군 상북면 이천리 산 82,./review/철구소 출렁다리.csv,https://place.map.kakao.com/1281340445
82,바보사거리,4.0,테마거리,울산 남구 대학로94번길 8 (우)44611,./review/바보사거리.csv,https://place.map.kakao.com/19292107
83,성남동보세거리,4.5,테마거리,울산 중구 성남동,./review/성남동보세거리.csv,https://place.map.kakao.com/26843712
84,마근저수지,0.0,저수지,울산 울주군 서생면 화산리,리뷰 없음,https://place.map.kakao.com/11086900
85,태화강억새군락지,3.8,"생태보존,서식지",울산 북구 명촌동 30,./review/태화강억새군락지.csv,https://place.map.kakao.com/25985344
86,문수힐링피크닉장,4.0,"관광,명소",울산 남구 옥동 852,./review/문수힐링피크닉장.csv,https://place.map.kakao.com/25462092
87,국립대운산치유의숲,4.5,숲,울산 울주군 온양읍 대운상대길 225-92 (우)44972,./review/국립대운산치유의숲.csv,https://place.map.kakao.com/2088104575
88,울산동헌및내아,4.8,문화유적,울산 중구 동헌길 167 (우)44468,./review/울산동헌및내아.csv,https://place.map.kakao.com/27190134
89,내원암계곡,4.5,계곡,울산 울주군 온양읍 운화리,./review/내원암계곡.csv,https://place.map.kakao.com/11353465
90,간월산 자연휴양림,0.0,자연휴양림,울산 울주군 상북면 등억알프스로 607-15 (우)44952,./review/간월산 자연휴양림.csv,https://place.map.kakao.com/8126799
91,언양향교,5.0,"향교,서당",울산 울주군 삼남읍 서향교1길 55 (우)44950,./review/언양향교.csv,https://place.map.kakao.com/10571669
92,와항재,0.0,고개,울산 울주군 상북면 소호리 산 197-1,리뷰 없음,https://place.map.kakao.com/25325329
93,울산 장생포고래광장,0.0,광장,울산 남구 매암동 210,리뷰 없음,https://place.map.kakao.com/758197087
94,입화산,0.0,산,울산 중구 다운동,./review/입화산.csv,https://place.map.kakao.com/10746014
95,쥬라리움 울산점,5.0,실내동물원,"울산 중구 종가로 313 2, 3층 (우)44538",./review/쥬라리움 울산점.csv,https://place.map.kakao.com/1073154493
96,자드락숲,0.0,숲,울산 울주군 두서면 서하리 산 29-6,./review/자드락숲.csv,https://place.map.kakao.com/315755787
97,봉대산,4.7,산,울산 동구 동부동 산 186,./review/봉대산.csv,https://place.map.kakao.com/7910140
98,대왕암 관광안내소,0.0,관광안내소,울산 동구 등대로 95 대왕암공원관리사무소 1층 (우)44058,./review/대왕암 관광안내소.csv,https://place.map.kakao.com/330162590
99,울산왜성,0.0,"산성,성곽",울산 중구 학성공원3길 54 (우)44528,./review/울산왜성.csv,https://place.map.kakao.com/12740309
100,누리전망대,0.0,전망대,울산 북구 염포동 산 118,./review/누리전망대.csv,https://place.map.kakao.com/1865039845
101,태화강국가정원 삼호지구,0.0,국가정원 지구,울산 남구 무거동 1,리뷰 없음,https://place.map.kakao.com/27377779
102,울산큰애기집,0.0,"관광,명소",울산 중구 문화의거리 28 (우)44530,리뷰 없음,https://place.map.kakao.com/1349871294
103,석계서원,0.0,서원,울산 울주군 웅촌면 대복동천로 160-12 (우)44963,./review/석계서원.csv,https://place.map.kakao.com/8372781
104,신화예술인촌,0.0,"관광,명소",울산 남구 여천로80번길 15 (우)44766,./review/신화예술인촌.csv,https://place.map.kakao.com/23121769
105,배내봉,4.0,산봉우리,울산 울주군 상북면 등억알프스로 607-15 (우)44952,./review/배내봉.csv,https://place.map.kakao.com/17469653
106,해파랑길 5코스,1.0,도보여행,울산 울주군 온산읍 덕신리 535-1,./review/해파랑길 5코스.csv,https://place.map.kakao.com/26564184
107,홍류폭포,5.0,폭포,울산 울주군 상북면 등억알프스리,./review/홍류폭포.csv,https://place.map.kakao.com/8178230
108,작천정,0.0,"관광,명소",울산 울주군 삼남읍 교동리 1551-4,./review/작천정.csv,https://place.map.kakao.com/192532128
109,작괘천계곡,4.0,계곡,울산 울주군 삼남읍 교동리 1551,./review/작괘천계곡.csv,https://place.map.kakao.com/18257327
110,여천천,4.0,하천,울산 남구 신정동,./review/여천천.csv,https://place.map.kakao.com/25728228
111,울산수목원,3.5,"수목원,식물원",울산 울주군 온양읍 운화리 1320-2,./review/울산수목원.csv,https://place.map.kakao.com/2025070744
112,시계탑거리,4.0,테마거리,울산 중구 옥교동 275-15,./review/시계탑거리.csv,https://place.map.kakao.com/8440943
113,팔각정,0.0,문화유적,울산 울주군 서생면 진하리,./review/팔각정.csv,https://place.map.kakao.com/8112598
114,하기해수욕장,0.0,"해수욕장,해변",울산 동구 주전동,리뷰 없음,https://place.map.kakao.com/8127556
115,매곡천,0.0,하천,울산 북구 매곡동 795-1,./review/매곡천.csv,https://place.map.kakao.com/25413275
116,화동못,0.0,호수,울산 북구 화봉동,./review/화동못.csv,https://place.map.kakao.com/8155707
117,명덕저수지,4.5,저수지,울산 동구 서부동,./review/명덕저수지.csv,https://place.map.kakao.com/15148142
118,동대산,5.0,산,울산 북구 대안동 산 288-1,./review/동대산.csv,https://place.map.kakao.com/25214872
119,죽전마을,0.0,"관광,명소",울산 울주군 상북면 이천리 산,리뷰 없음,https://place.map.kakao.com/19157386
120,처용암,2.8,문화유적,울산 남구 황성동 668-1,./review/처용암.csv,https://place.map.kakao.com/8099598
121,만석골저수지,2.5,저수지,울산 북구 달천동,./review/만석골저수지.csv,https://place.map.kakao.com/8290457
122,울산어린이천문대,0.0,천문대,울산 울주군 범서읍 지지1길 100 (우)44918,./review/울산어린이천문대.csv,https://place.map.kakao.com/747625539
123,약사동 제방유적전시관,0.0,문화유적,울산 중구 종가14길 22-28 (우)44546,./review/약사동 제방유적전시관.csv,https://place.map.kakao.com/27493621
124,해파랑길 7코스,3.0,도보여행,울산 중구 학성동,./review/해파랑길 7코스.csv,https://place.map.kakao.com/26564186
125,심청골,4.0,계곡,울산 북구 양정동,./review/심청골.csv,https://place.map.kakao.com/11110570
126,영남알프스둘레길 1코스,0.0,영남알프스,울산 울주군 삼남읍 가천리 산 131-2,리뷰 없음,https://place.map.kakao.com/26563875
127,왕방요,5.0,"도자기,도예촌",울산 울주군 삼동면 출강왕방길 122 (우)44956,./review/왕방요.csv,https://place.map.kakao.com/9273978
128,울산곰장어골목,5.0,먹자골목,울산 중구 젊음의거리 107 (우)44531,./review/울산곰장어골목.csv,https://place.map.kakao.com/1214687981
129,구량리은행나무,4.0,"생태보존,서식지",울산 울주군 두서면 구량리 860,./review/구량리은행나무.csv,https://place.map.kakao.com/7845220
130,해파랑길 4코스,5.0,도보여행,부산 기장군 장안읍 임랑리 1-50,./review/해파랑길 4코스.csv,https://place.map.kakao.com/26564183
131,숲속의작은친구들 울산곤충생태전시관,5.0,실내동물원,울산 울주군 상북면 재궁골길 42 (우)44903,./review/숲속의작은친구들 울산곤충생태전시관.csv,https://place.map.kakao.com/1798847314
132,선바위유원지,5.0,유원지,울산 울주군 범서읍 입암리,./review/선바위유원지.csv,https://place.map.kakao.com/27210080
133,언양읍성마을,0.0,테마거리,울산 울주군 언양읍 서부리,리뷰 없음,https://place.map.kakao.com/210325428
134,살티순교성지,5.0,종교유적지,울산 울주군 상북면 덕현리 산 218-1,./review/살티순교성지.csv,https://place.map.kakao.com/1418594189
135,언양장터,0.0,문화유적,울산 울주군 언양읍 남부리 287-1,리뷰 없음,https://place.map.kakao.com/26995780
136,롯데꿈동산,0.0,테마파크,울산 남구 삼산로 288 7층 (우)44719,./review/롯데꿈동산.csv,https://place.map.kakao.com/735865257
137,강동사랑길 1코스,0.0,도보여행,울산 북구 정자동,리뷰 없음,https://place.map.kakao.com/26564335
138,주전봉수대,2.3,봉수대,울산 동구 주전동 산 193,./review/주전봉수대.csv,https://place.map.kakao.com/8074335
139,울산대공원 메타세쿼이아길,4.5,테마파크,울산 남구 신정동 1723,./review/울산대공원 메타세쿼이아길.csv,https://place.map.kakao.com/981728487
140,마골산,3.0,산,울산 동구 동부동 산 89,./review/마골산.csv,https://place.map.kakao.com/7870642
141,청송사지삼층석탑,0.0,"탑,비석",울산 울주군 청량읍 율리 1420,./review/청송사지삼층석탑.csv,https://place.map.kakao.com/12753824
142,두현저수지,3.8,저수지,울산 울주군 청량읍 문죽리,./review/두현저수지.csv,https://place.map.kakao.com/8270857
143,차리저수지,0.0,저수지,울산 울주군 두서면 차리 375,리뷰 없음,https://place.map.kakao.com/23182152
144,고연저수지,3.0,저수지,울산 울주군 웅촌면 고연리,./review/고연저수지.csv,https://place.map.kakao.com/8235995
145,염포전망대,5.0,전망대,울산 북구 염포동 산 50-1,./review/염포전망대.csv,https://place.map.kakao.com/1753610805
146,솔마루길 울산대공원산코스,0.0,솔마루길,울산 남구 선암동 산 208-4,리뷰 없음,https://place.map.kakao.com/18973437
147,수운최제우유허지,5.0,유적지,울산 중구 원유곡길 106 (우)44413,./review/수운최제우유허지.csv,https://place.map.kakao.com/7970142
148,영해마을제당 등산로입구,0.0,등산로,울산 울주군 청량읍 율리 산 30-1,리뷰 없음,https://place.map.kakao.com/1523379089
149,신불산 1코스,4.0,등산로,울산 울주군 상북면 등억알프스리,./review/신불산 1코스.csv,https://place.map.kakao.com/27265854
150,울산대공원 키즈테마파크,0.0,테마파크시설,울산 남구 옥동 산 138,./review/울산대공원 키즈테마파크.csv,https://place.map.kakao.com/275560716
151,운문재,0.0,고개,울산 울주군 상북면 덕현리,리뷰 없음,https://place.map.kakao.com/25330965
152,어물동마애여래좌상,0.0,"불상,석불",울산 북구 어물동 산 121,./review/어물동마애여래좌상.csv,https://place.map.kakao.com/10404392
153,석남사계곡,5.0,계곡,울산 울주군 상북면 덕현리,./review/석남사계곡.csv,https://place.map.kakao.com/7946682
154,백운산,0.0,산,울산 울주군 두서면 내와리 산 118,./review/백운산.csv,https://place.map.kakao.com/7885398
155,화암추등대 전망데크 산책로,0.0,"관광,명소",울산 동구 방어동 958,리뷰 없음,https://place.map.kakao.com/925689989
156,해파랑길 8코스,5.0,도보여행,울산 동구 화정동,./review/해파랑길 8코스.csv,https://place.map.kakao.com/26564187
157,울산역 광장,0.0,광장,울산 울주군 삼남읍 신화리 89-2,리뷰 없음,https://place.map.kakao.com/586338446
158,울산고래축제,0.0,"관광,명소",울산 남구 매암동 2320-1,리뷰 없음,https://place.map.kakao.com/26290316
159,천곡저수지,0.0,저수지,울산 북구 천곡동,리뷰 없음,https://place.map.kakao.com/8092758
160,은월봉,5.0,산봉우리,울산 남구 신정동 산 108,./review/은월봉.csv,https://place.map.kakao.com/24022609
161,강동몽돌해변 드라이브코스,0.0,드라이브코스,울산 북구 산하동 311-1,리뷰 없음,https://place.map.kakao.com/690974139
162,소호계곡,0.0,계곡,울산 울주군 상북면 소호리,리뷰 없음,https://place.map.kakao.com/27051189
163,영남알프스둘레길 5코스,0.0,영남알프스,울산 울주군 두서면 내와리 476-1,리뷰 없음,https://place.map.kakao.com/26563879
164,태화십리대밭먹거리단지,0.0,먹자골목,울산 중구 태화강국가정원길 61 (우)44439,리뷰 없음,https://place.map.kakao.com/18525824
165,연화산,2.0,산,울산 울주군 두동면 은편리 산 51-3,./review/연화산.csv,https://place.map.kakao.com/8474330
166,삼호연안다목적광장,0.0,광장,울산 남구 무거동 59-5,리뷰 없음,https://place.map.kakao.com/1164639453
167,태화강국가정원 왕버들마당,0.0,국가정원,울산 중구 태화동 107,리뷰 없음,https://place.map.kakao.com/134270524
168,천마산,0.0,산,울산 울주군 두서면 복안리 산 135-4,리뷰 없음,https://place.map.kakao.com/10847609
169,울산광역시북구청 광장,0.0,광장,울산 북구 산업로 1010 (우)44248,리뷰 없음,https://place.map.kakao.com/12273680
170,맨발의청춘길,3.0,테마거리,울산 중구 성남동 225-2,./review/맨발의청춘길.csv,https://place.map.kakao.com/1926513707
171,지산소류지,0.0,저수지,울산 남구 두왕동 673-1,./review/지산소류지.csv,https://place.map.kakao.com/1465043624
172,가천저수지,3.0,저수지,울산 울주군 삼남읍 가천리 270,./review/가천저수지.csv,https://place.map.kakao.com/8700860
173,충의사,0.0,종교유적지,울산 중구 서원11길 25 (우)44512,리뷰 없음,https://place.map.kakao.com/17384616
174,천황산 사자봉,0.0,산봉우리,울산 울주군 상북면 이천리 산 143-2,리뷰 없음,https://place.map.kakao.com/17605990
175,무제치늪,0.0,"생태보존,서식지",울산 울주군 삼동면 조일리 산 427-2,리뷰 없음,https://place.map.kakao.com/7884570
176,솔마루길 신선산코스,0.0,솔마루길,울산 남구 선암동 484,리뷰 없음,https://place.map.kakao.com/18973436
177,솔마루길 01코스,0.0,솔마루길,울산 남구 신정동 산 107-2,리뷰 없음,https://place.map.kakao.com/26564344
178,자수정동굴나라 동물원,0.0,동물원,울산 울주군 상북면 자수정로 212 (우)44952,./review/자수정동굴나라 동물원.csv,https://place.map.kakao.com/27168973
179,못안못,0.0,저수지,울산 울주군 상북면 지내리,./review/못안못.csv,https://place.map.kakao.com/8345668
180,울산대공원 현충탑,0.0,"탑,비석",울산 남구 신정동 산 158-2,리뷰 없음,https://place.map.kakao.com/24926114
181,양정자동차테마거리,2.0,테마거리,울산 북구 양정동 603-25,./review/양정자동차테마거리.csv,https://place.map.kakao.com/645928987
182,장암저수지,0.0,저수지,울산 중구 성안동 1302,./review/장암저수지.csv,https://place.map.kakao.com/835172213
183,울산전파천문대,4.0,천문대,울산 남구 대학로 93 (우)44610,./review/울산전파천문대.csv,https://place.map.kakao.com/17565959
184,수운최제우유허지 동학관,5.0,유적지,울산 중구 유곡동 623,./review/수운최제우유허지 동학관.csv,https://place.map.kakao.com/1415018118
185,해파랑길 6코스,0.0,도보여행,울산 남구 신정동,리뷰 없음,https://place.map.kakao.com/26564185
186,개운포성지,0.0,문화유적,울산 남구 성암동 423,./review/개운포성지.csv,https://place.map.kakao.com/8172640
187,울산 학성이씨근재공고택,0.0,"생가,고택",울산 울주군 웅촌면 석천길 32-3 (우)44963,./review/울산 학성이씨근재공고택.csv,https://place.map.kakao.com/12771980
188,영남알프스둘레길 4코스,0.0,영남알프스,울산 울주군 두서면 차리 산 14,리뷰 없음,https://place.map.kakao.com/26563878
189,배내골,0.0,계곡,울산 울주군 상북면 이천리,./review/배내골.csv,https://place.map.kakao.com/25247099
190,반용저수지,0.0,저수지,울산 울주군 범서읍 척과리,리뷰 없음,https://place.map.kakao.com/8326320
191,신선산,5.0,산,울산 남구 선암동 산 7-11,./review/신선산.csv,https://place.map.kakao.com/25299834
192,삽다리못,0.0,저수지,울산 울주군 두동면 월평리,리뷰 없음,https://place.map.kakao.com/7931967
193,노랑바위,0.0,바위,울산 북구 어물동,리뷰 없음,https://place.map.kakao.com/11021223
194,상개저수지,0.0,저수지,울산 남구 상개동 118,리뷰 없음,https://place.map.kakao.com/2033147435
195,회야강,0.0,하천,울산 울주군 온산읍 덕신리,리뷰 없음,https://place.map.kakao.com/8164294
196,호계천,0.0,하천,울산 북구 호계동 936-1,리뷰 없음,https://place.map.kakao.com/13015541
197,인보저수지,0.0,저수지,울산 울주군 두서면 서하리,리뷰 없음,https://place.map.kakao.com/15150746
198,영남알프스둘레길 2코스,0.0,영남알프스,울산 울주군 상북면 거리 1122-1,리뷰 없음,https://place.map.kakao.com/26563876
199,해파랑길 9코스,4.0,도보여행,울산 동구 주전동,./review/해파랑길 9코스.csv,https://place.map.kakao.com/26564188
200,신불산군립공원,5.0,군립공원,울산 울주군 상북면 등억알프스리,./review/신불산군립공원.csv,https://place.map.kakao.com/8441650
201,JS오션 호텔앤리조트,0.0,테마파크,울산 북구 산하동 554-3,리뷰 없음,https://place.map.kakao.com/814687343
202,선암호수공원길,0.0,드라이브코스,울산 남구 선암동 480,리뷰 없음,https://place.map.kakao.com/691336839
203,태화강국가정원 태화지구,5.0,국가정원 지구,울산 중구 태화동 107,./review/태화강국가정원 태화지구.csv,https://place.map.kakao.com/1069492494
204,대왕암공원 바닷가길,0.0,둘레길,울산 동구 일산동 905,리뷰 없음,https://place.map.kakao.com/291581693
205,재약산 주암계곡,0.0,계곡,울산 울주군 상북면 이천리 산 143-2,리뷰 없음,https://place.map.kakao.com/25449972
206,옹태저수지,1.0,저수지,울산 울주군 언양읍 태기리,./review/옹태저수지.csv,https://place.map.kakao.com/26988617
207,운흥사지부도,0.0,"탑,비석",울산 울주군 웅촌면 고연리 1691-2,리뷰 없음,https://place.map.kakao.com/12740889
208,천상저수지,0.0,저수지,울산 울주군 범서읍 천상6길 24-6 (우)44930,리뷰 없음,https://place.map.kakao.com/8092067
209,간월사지,5.0,문화유적,울산 울주군 상북면 알프스온천4길 15 (우)44952,./review/간월사지.csv,https://place.map.kakao.com/27164396
210,태화저수지,0.0,저수지,울산 중구 태화동,./review/태화저수지.csv,https://place.map.kakao.com/15149582
211,반구서원,0.0,서원,울산 울주군 언양읍 반구대안길 299 (우)44913,./review/반구서원.csv,https://place.map.kakao.com/11253942
212,아래황새못,0.0,저수지,울산 울주군 온산읍 삼평리,리뷰 없음,https://place.map.kakao.com/8413735
213,신불재,0.0,바위,울산 울주군 삼남읍 가천리,./review/신불재.csv,https://place.map.kakao.com/19157381
214,울산종합관광안내소,0.0,관광안내소,울산 남구 산업로 646 (우)44714,리뷰 없음,https://place.map.kakao.com/10789973
